1987;4;12;2.3
1988;4;12;2.6
1989;4;12;16.5
1990;4;12;6.4
1991;4;12;14.8
1992;4;12;7.2
1993;4;12;6.1
1994;4;12;13.2
1995;4;12;8.4
1996;4;12;2.7
1997;4;12;3
1860;11;6;-0.4
1861;11;6;0
1862;11;6;2.8
1863;11;6;2
1864;11;6;-5.1
1865;11;6;1.7
1866;11;6;0.8
1867;11;6;-1.8
1868;11;6;4
1869;11;6;-5.6
1870;11;6;-0.2
1871;11;6;-5.6
1872;11;6;4.6
1873;11;6;5.4
1874;11;6;9.4
1875;11;6;2.6
1876;11;6;-0.7
1877;11;6;8
1878;11;6;0.4
1879;11;6;-0.1
1880;11;6;-1.2
1881;11;6;-1.6
1882;11;6;5.5
1883;11;6;5.9
1884;11;6;8
1885;11;6;4.8
1886;11;6;4.2
1887;11;6;7.9
1888;11;6;-5.2
1889;11;6;5.4
1890;11;6;6
1891;11;6;2.8
1892;11;6;6
1893;11;6;-2.2
1894;11;6;-0.6
1895;11;6;2.9
1896;11;6;6.6
1897;11;6;4.8
1898;11;6;0.2
1899;11;6;10
1900;11;6;4.2
1901;11;6;6
1902;11;6;2.6
1903;11;6;7.4
1904;11;6;2.4
1905;11;6;5.4
1906;11;6;4.3
1907;11;6;5
1908;11;6;-0.5
1909;11;6;8
1910;11;6;-1.8
1911;11;6;7.6
1912;11;6;-7.6
1913;11;6;1.6
1914;11;6;2.3
1915;11;6;-2
1916;11;6;7.6
1917;11;6;5.1
1918;11;6;7.8
1919;11;6;-4.1
1920;11;6;0.2
1921;11;6;-2.8
1922;11;6;-0.4
1923;11;6;2.7
1924;11;6;4.9
1925;11;6;-1.2
1926;11;6;5.5
1927;11;6;0.8
1928;11;6;-0.1
1929;11;6;8.5
1930;11;6;4
1931;11;6;2.8
1932;11;6;0.9
1933;11;6;3
1934;11;6;3.5
1935;11;6;4
1936;11;6;6.8
1937;11;6;5.9
1938;11;6;1.4
1939;11;6;5
1940;11;6;-2.1
1941;11;6;0.6
1942;11;6;1
1943;11;6;3.4
1944;11;6;7.3
1945;11;6;0.6
1946;11;6;8.4
1947;11;6;3.4
1948;11;6;1.2
1961;11;6;5.6
1962;11;6;6.8
1963;11;6;4.1
1964;11;6;5.6
1965;11;6;6.6
1966;11;6;5.4
1967;11;6;9.2
1968;11;6;-0.5
1969;11;6;-0.7
1970;11;6;-5
1971;11;6;-1
1972;11;6;4
1973;11;6;4.1
1974;11;6;-1.4
1975;11;6;5.6
1976;11;6;6.4
1977;11;6;5.5
1978;11;6;4
1979;11;6;3.5
1980;11;6;5.7
1981;11;6;2.8
1982;11;6;3.4
1983;11;6;10.4
1984;11;6;5.2
1985;11;6;4.9
1986;11;6;1.8
1987;11;6;8.9
1988;11;6;2.2
1989;11;6;4.6
1990;11;6;7.6
1991;11;6;3.9
1992;11;6;0.4
1993;11;6;-0.6
1994;11;6;7.4
1995;11;6;2.6
1996;11;6;2.8
1997;11;6;1
